"region","prefecture","commune","classe","libelle_classe","ispe","rang","niveau_priorite","points_faibles","points_forts","z_faibles","z_forts","explication"
"Plateaux","Akébou","Akébou 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",49.7,81,"Modéré","Points de toilettes pour 100 établissements|Établissements pour 100 km²|Toilettes améliorées (WC / eau) (%)","Jardins d'enfants pour 100 écoles primaires|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","-1.19|-0.39|-0.34","0.73|1.09|1.49","Akébou 2 se situe au rang 81 sur 117 au niveau national avec un score ISPE de 49.7 (modéré). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; établissements pour 100 km² ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%)."
"Plateaux","Amou","Amou 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",60.5,32,"Prioritaire","Bâtiments construits depuis 2010 (%)|Toilettes améliorées (WC / eau) (%)|Points de toilettes pour 100 établissements","Établissements avec terrain de sport (%)|Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires","-1.08|-0.54|-0.48","0.35|0.6|0.69","Amou 1 se situe au rang 32 sur 117 au niveau national avec un score ISPE de 60.5 (prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; toilettes améliorées (wc / eau) (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires."
"Plateaux","Amou","Amou 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",59.9,34,"Prioritaire","Points de toilettes pour 100 établissements|Établissements pour 100 km²|Toilettes améliorées (WC / eau) (%)","Bâtiments construits depuis 2010 (%)|Enseignants du préscolaire pour 100 établissements|Établissements avec terrain de sport (%)","-1.56|-0.36|-0.19","0.16|0.27|0.77","Amou 2 se situe au rang 34 sur 117 au niveau national avec un score ISPE de 59.9 (prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; établissements pour 100 km² ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : bâtiments construits depuis 2010 (%) ; enseignants du préscolaire pour 100 établissements ; établissements avec terrain de sport (%)."
"Plateaux","Amou","Amou 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",67.8,11,"Très prioritaire","Jardins d'enfants pour 100 écoles primaires|Points de toilettes pour 100 établissements|Enseignants du préscolaire pour 100 établissements","Complétude du cycle éducatif (%)|Enseignants pour 100 jardins d'enfants|Établissements avec terrain de sport (%)","-1.43|-0.99|-0.79","0.09|0.11|0.76","Amou 3 se situe au rang 11 sur 117 au niveau national avec un score ISPE de 67.8 (très prioritaire). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; points de toilettes pour 100 établissements ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; enseignants pour 100 jardins d'enfants ; établissements avec terrain de sport (%)."
"Plateaux","Anié","Anié 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",64.8,15,"Très prioritaire","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements","Complétude du cycle éducatif (%)|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","-1.64|-0.95|-0.57","0.09|0.32|0.69","Anié 1 se situe au rang 15 sur 117 au niveau national avec un score ISPE de 64.8 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%)."
"Plateaux","Anié","Anié 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",71.5,5,"Très prioritaire","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements","Complétude du cycle éducatif (%)|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","-2.26|-2.21|-1.46","0.09|1.24|1.4","Anié 2 se situe au rang 5 sur 117 au niveau national avec un score ISPE de 71.5 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%)."
"Plateaux","Danyi","Danyi 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",71.2,6,"Très prioritaire","Bâtiments construits depuis 2010 (%)|Points de toilettes pour 100 établissements|Enseignants pour 100 jardins d'enfants","Complétude du cycle éducatif (%)|Toilettes améliorées (WC / eau) (%)|Jardins d'enfants pour 100 écoles primaires","-1.13|-1.09|-0.81","0.09|0.28|0.5","Danyi 1 se situe au rang 6 sur 117 au niveau national avec un score ISPE de 71.2 (très prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; points de toilettes pour 100 établissements ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; toilettes améliorées (wc / eau) (%) ; jardins d'enfants pour 100 écoles primaires."
"Plateaux","Danyi","Danyi 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",70.5,7,"Très prioritaire","Points de toilettes pour 100 établissements|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","Complétude du cycle éducatif (%)|Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)","-1.72|-0.98|-0.86","0.09|0.93|1.27","Danyi 2 se situe au rang 7 sur 117 au niveau national avec un score ISPE de 70.5 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%)."
"Plateaux","Est-Mono","Est-Mono 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",52.6,70,"À surveiller","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","-0.68|-0.62|-0.38","0.41|0.62|0.91","Est-Mono 1 se situe au rang 70 sur 117 au niveau national avec un score ISPE de 52.6 (à surveiller). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement."
"Plateaux","Est-Mono","Est-Mono 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",52.8,69,"À surveiller","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Toilettes améliorées (WC / eau) (%)","Points de toilettes pour 100 établissements|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","-0.83|-0.48|-0.44","0.39|0.62|0.98","Est-Mono 2 se situe au rang 69 sur 117 au niveau national avec un score ISPE de 52.8 (à surveiller). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%)."
"Plateaux","Est-Mono","Est-Mono 3",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",41.3,111,"Satisfaisant","Établissements pour 100 km²|Bibliothèques pour 100 établissements|Enseignants pour 100 jardins d'enfants","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Points de toilettes pour 100 établissements","-0.36|0|0.01","0.69|0.76|1.11","Est-Mono 3 se situe au rang 111 sur 117 au niveau national avec un score ISPE de 41.3 (satisfaisant). Ce classement s'explique principalement par : établissements pour 100 km² ; bibliothèques pour 100 établissements ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; points de toilettes pour 100 établissements."
"Plateaux","Haho","Haho 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",54.8,61,"À surveiller","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements","Toilettes améliorées (WC / eau) (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","-0.6|-0.6|-0.44","0.26|0.61|1.18","Haho 1 se situe au rang 61 sur 117 au niveau national avec un score ISPE de 54.8 (à surveiller). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement."
"Plateaux","Haho","Haho 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",49.8,80,"Modéré","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Établissements pour 100 km²","Complétude du cycle éducatif (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","-0.91|-0.54|-0.37","0.09|1.38|2.5","Haho 2 se situe au rang 80 sur 117 au niveau national avec un score ISPE de 49.8 (modéré). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement."
"Plateaux","Haho","Haho 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",72.6,4,"Très prioritaire","Complétude du cycle éducatif (%)|Toilettes améliorées (WC / eau) (%)|Points de toilettes pour 100 établissements","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","-2.5|-1.28|-1.09","0.82|0.97|1.59","Haho 3 se situe au rang 4 sur 117 au niveau national avec un score ISPE de 72.6 (très prioritaire). Ce classement s'explique principalement par : complétude du cycle éducatif (%) ; toilettes améliorées (wc / eau) (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement."
"Plateaux","Haho","Haho 4",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",53.9,65,"À surveiller","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements","Bâtiments recensés par établissement|Toilettes améliorées (WC / eau) (%)|Bâtiments construits depuis 2010 (%)","-1.1|-0.86|-0.51","0.94|1.1|1.1","Haho 4 se situe au rang 65 sur 117 au niveau national avec un score ISPE de 53.9 (à surveiller). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : bâtiments recensés par établissement ; toilettes améliorées (wc / eau) (%) ; bâtiments construits depuis 2010 (%)."
"Plateaux","Kloto","Kloto 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",55.8,53,"À surveiller","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","Jardins d'enfants pour 100 écoles primaires|Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements","-1.38|-1.29|-0.42","0.96|0.99|1.54","Kloto 1 se situe au rang 53 sur 117 au niveau national avec un score ISPE de 55.8 (à surveiller). Ce classement s'explique principalement par : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements."
"Plateaux","Kloto","Kloto 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",54.9,60,"À surveiller","Points de toilettes pour 100 établissements|Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²","Toilettes améliorées (WC / eau) (%)|Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements","-1.08|-0.94|-0.32","0.5|0.99|1.25","Kloto 2 se situe au rang 60 sur 117 au niveau national avec un score ISPE de 54.9 (à surveiller). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; bâtiments construits depuis 2010 (%) ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements."
"Plateaux","Kloto","Kloto 3",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",50.7,76,"Modéré","Toilettes améliorées (WC / eau) (%)|Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)","Enseignants pour 100 jardins d'enfants|Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements","-1.09|-0.89|-0.4","0.99|1.43|1.95","Kloto 3 se situe au rang 76 sur 117 au niveau national avec un score ISPE de 50.7 (modéré). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : enseignants pour 100 jardins d'enfants ; jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements."
"Plateaux","Kpélé","Kpélé 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",47.3,93,"Modéré","Points de toilettes pour 100 établissements|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","-0.69|-0.43|-0.36","0.56|0.76|1.42","Kpélé 1 se situe au rang 93 sur 117 au niveau national avec un score ISPE de 47.3 (modéré). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement."
"Plateaux","Kpélé","Kpélé 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",62,25,"Prioritaire","Bâtiments construits depuis 2010 (%)|Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires","Enseignants pour 100 jardins d'enfants|Établissements avec terrain de sport (%)|Bâtiments recensés par établissement","-0.95|-0.9|-0.57","0.41|0.55|0.62","Kpélé 2 se situe au rang 25 sur 117 au niveau national avec un score ISPE de 62 (prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : enseignants pour 100 jardins d'enfants ; établissements avec terrain de sport (%) ; bâtiments recensés par établissement."
"Plateaux","Moyen-Mono","Moyen-Mono 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",61.5,29,"Prioritaire","Toilettes améliorées (WC / eau) (%)|Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements","Établissements avec terrain de sport (%)|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","-1.73|-0.99|-0.84","0.34|0.91|1.14","Moyen-Mono 1 se situe au rang 29 sur 117 au niveau national avec un score ISPE de 61.5 (prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%)."
"Plateaux","Moyen-Mono","Moyen-Mono 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",59.8,35,"Prioritaire","Toilettes améliorées (WC / eau) (%)|Enseignants pour 100 jardins d'enfants|Points de toilettes pour 100 établissements","Complétude du cycle éducatif (%)|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","-1.06|-1|-0.93","0.09|1.24|1.34","Moyen-Mono 2 se situe au rang 35 sur 117 au niveau national avec un score ISPE de 59.8 (prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; enseignants pour 100 jardins d'enfants ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%)."
"Plateaux","Ogou","Ogou 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",55.8,53,"À surveiller","Jardins d'enfants pour 100 écoles primaires|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","Enseignants pour 100 jardins d'enfants|Bâtiments recensés par établissement|Toilettes améliorées (WC / eau) (%)","-0.61|-0.47|-0.35","0.23|0.53|0.78","Ogou 1 se situe au rang 53 sur 117 au niveau national avec un score ISPE de 55.8 (à surveiller). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%). Le territoire conserve des atouts relatifs sur : enseignants pour 100 jardins d'enfants ; bâtiments recensés par établissement ; toilettes améliorées (wc / eau) (%)."
"Plateaux","Ogou","Ogou 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",63.9,16,"Très prioritaire","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Enseignants du préscolaire pour 100 établissements","Enseignants pour 100 jardins d'enfants|Bâtiments recensés par établissement|Établissements avec terrain de sport (%)","-1.86|-1.22|-1.03","0.23|0.97|2.49","Ogou 2 se situe au rang 16 sur 117 au niveau national avec un score ISPE de 63.9 (très prioritaire). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : enseignants pour 100 jardins d'enfants ; bâtiments recensés par établissement ; établissements avec terrain de sport (%)."
"Plateaux","Ogou","Ogou 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",54.1,64,"À surveiller","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Toilettes améliorées (WC / eau) (%)","Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement|Établissements avec terrain de sport (%)","-1.7|-0.95|-0.6","0.31|1.8|1.81","Ogou 3 se situe au rang 64 sur 117 au niveau national avec un score ISPE de 54.1 (à surveiller). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement ; établissements avec terrain de sport (%)."
"Plateaux","Ogou","Ogou 4",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",57.1,48,"À surveiller","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Toilettes améliorées (WC / eau) (%)","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","-2.25|-1.53|-0.8","0.26|1.17|1.5","Ogou 4 se situe au rang 48 sur 117 au niveau national avec un score ISPE de 57.1 (à surveiller). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement."
"Plateaux","Wawa","Wawa 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",76.6,1,"Très prioritaire","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Bâtiments construits depuis 2010 (%)","Bibliothèques pour 100 établissements|Complétude du cycle éducatif (%)|Toilettes améliorées (WC / eau) (%)","-1.54|-1.16|-1.11","0|0.09|0.87","Wawa 1 se situe au rang 1 sur 117 au niveau national avec un score ISPE de 76.6 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : bibliothèques pour 100 établissements ; complétude du cycle éducatif (%) ; toilettes améliorées (wc / eau) (%)."
"Plateaux","Wawa","Wawa 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",76.2,2,"Très prioritaire","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Établissements avec terrain de sport (%)","Complétude du cycle éducatif (%)|Toilettes améliorées (WC / eau) (%)|Bâtiments construits depuis 2010 (%)","-1.86|-1.5|-1.38","0.09|0.16|0.38","Wawa 2 se situe au rang 2 sur 117 au niveau national avec un score ISPE de 76.2 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; établissements avec terrain de sport (%). Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; toilettes améliorées (wc / eau) (%) ; bâtiments construits depuis 2010 (%)."
"Plateaux","Wawa","Wawa 3",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",62.9,21,"Très prioritaire","Points de toilettes pour 100 établissements|Établissements avec terrain de sport (%)|Bâtiments recensés par établissement","Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)","-0.95|-0.77|-0.36","0.18|0.21|0.22","Wawa 3 se situe au rang 21 sur 117 au niveau national avec un score ISPE de 62.9 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; établissements avec terrain de sport (%) ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%)."
"Savanes","Cinkassé","Cinkassé 1",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",43.9,104,"Satisfaisant","Établissements avec terrain de sport (%)|Établissements pour 100 km²|Jardins d'enfants pour 100 écoles primaires","Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)|Points de toilettes pour 100 établissements","-1.51|-0.09|-0.01","0.56|0.69|1.59","Cinkassé 1 se situe au rang 104 sur 117 au niveau national avec un score ISPE de 43.9 (satisfaisant). Ce classement s'explique principalement par : établissements avec terrain de sport (%) ; établissements pour 100 km² ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%) ; points de toilettes pour 100 établissements."
"Savanes","Cinkassé","Cinkassé 2",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",47.4,91,"Modéré","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Toilettes améliorées (WC / eau) (%)","Jardins d'enfants pour 100 écoles primaires|Bâtiments recensés par établissement|Points de toilettes pour 100 établissements","-1.61|-1.28|-0.9","1.25|1.62|2","Cinkassé 2 se situe au rang 91 sur 117 au niveau national avec un score ISPE de 47.4 (modéré). Ce classement s'explique principalement par : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; bâtiments recensés par établissement ; points de toilettes pour 100 établissements."
"Savanes","Kpendjal","Kpendjal 1",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",46.7,95,"Satisfaisant","Toilettes améliorées (WC / eau) (%)|Établissements avec terrain de sport (%)|Bâtiments recensés par établissement","Points de toilettes pour 100 établissements|Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements","-1.45|-1.05|-0.92","1.29|2.5|2.5","Kpendjal 1 se situe au rang 95 sur 117 au niveau national avec un score ISPE de 46.7 (satisfaisant). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; établissements avec terrain de sport (%) ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements."
"Savanes","Kpendjal","Kpendjal 2",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",39.1,114,"Satisfaisant","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Établissements avec terrain de sport (%)","Bâtiments recensés par établissement|Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements","-1.12|-1|-0.41","0.68|2.5|2.5","Kpendjal 2 se situe au rang 114 sur 117 au niveau national avec un score ISPE de 39.1 (satisfaisant). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; établissements avec terrain de sport (%). Le territoire conserve des atouts relatifs sur : bâtiments recensés par établissement ; enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 1",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",62.3,23,"Très prioritaire","Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements|Toilettes améliorées (WC / eau) (%)","Jardins d'enfants pour 100 écoles primaires|Bâtiments recensés par établissement|Points de toilettes pour 100 établissements","-2.5|-2.25|-1.08","0.41|0.94|2.2","Kpendjal-Ouest 1 se situe au rang 23 sur 117 au niveau national avec un score ISPE de 62.3 (très prioritaire). Ce classement s'explique principalement par : enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; bâtiments recensés par établissement ; points de toilettes pour 100 établissements."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 2",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",65.5,14,"Très prioritaire","Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements|Toilettes améliorées (WC / eau) (%)","Bâtiments construits depuis 2010 (%)|Jardins d'enfants pour 100 écoles primaires|Points de toilettes pour 100 établissements","-2.5|-2.25|-1.28","0.21|0.5|1.91","Kpendjal-Ouest 2 se situe au rang 14 sur 117 au niveau national avec un score ISPE de 65.5 (très prioritaire). Ce classement s'explique principalement par : enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : bâtiments construits depuis 2010 (%) ; jardins d'enfants pour 100 écoles primaires ; points de toilettes pour 100 établissements."
"Savanes","Oti","Oti 1",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",48.2,88,"Modéré","Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)|Jardins d'enfants pour 100 écoles primaires","Enseignants pour 100 jardins d'enfants|Points de toilettes pour 100 établissements|Toilettes améliorées (WC / eau) (%)","-0.73|-0.7|-0.54","0.34|1.24|2.03","Oti 1 se situe au rang 88 sur 117 au niveau national avec un score ISPE de 48.2 (modéré). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%) ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : enseignants pour 100 jardins d'enfants ; points de toilettes pour 100 établissements ; toilettes améliorées (wc / eau) (%)."
