"region","prefecture","commune","ordre","action","dimension","impact_attendu","confiance","justification"
"Plateaux","Amou","Amou 3",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",68,"48.7 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Amou","Amou 3",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Élevé",68,"Densité de 12.7 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Amou","Amou 3",4,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Moyen",63,"53.5% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Amou","Amou 3",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",63,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Anié","Anié 1",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",72,"36.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Anié","Anié 1",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",72,"Seulement 34.7 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Anié","Anié 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",67,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Anié","Anié 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",70,"24.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Anié","Anié 2",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",70,"Seulement 12.6 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Anié","Anié 2",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Très élevé",70,"Densité de 8.1 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Anié","Anié 2",4,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",65,"Seuls 28.8% des établissements disposent d'un terrain de sport."
"Plateaux","Anié","Anié 2",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",65,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Danyi","Danyi 1",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",67,"Taux d'encadrement estimé à 132.1 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Danyi","Danyi 1",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",67,"46.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Danyi","Danyi 1",3,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",67,"41% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Danyi","Danyi 1",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Danyi","Danyi 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",64,"34.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Danyi","Danyi 2",2,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",64,"Taux d'encadrement estimé à 132.1 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Danyi","Danyi 2",3,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",64,"44.7% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Danyi","Danyi 2",4,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",64,"Seuls 27.2% des établissements disposent d'un terrain de sport."
"Plateaux","Danyi","Danyi 2",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Est-Mono","Est-Mono 1",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Élevé",68,"Densité de 11.7 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Est-Mono","Est-Mono 1",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",68,"Seulement 39.3 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Est-Mono","Est-Mono 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",63,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Est-Mono","Est-Mono 1",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",63,"69.9 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Est-Mono","Est-Mono 2",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Élevé",71,"Densité de 10.4 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Est-Mono","Est-Mono 2",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",71,"Seulement 36.7 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Est-Mono","Est-Mono 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",66,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Est-Mono","Est-Mono 2",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",66,"75.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Est-Mono","Est-Mono 3",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",54,"Densité de 18.1 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Est-Mono","Est-Mono 3",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",54,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Est-Mono","Est-Mono 3",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",54,"89.5 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Haho","Haho 1",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",79,"Seulement 40.8 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Haho","Haho 1",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",79,"56.4 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Haho","Haho 1",3,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",74,"Taux d'encadrement estimé à 172.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Haho","Haho 1",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",74,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Haho","Haho 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",73,"50.4 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Haho","Haho 2",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Moyen",73,"Seulement 41.7 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Haho","Haho 2",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",73,"Densité de 16.1 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Haho","Haho 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",68,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Haho","Haho 3",1,"Construire de nouvelles écoles (en priorité : lycée)","Couverture scolaire","Très élevé",68,"Densité de 19.9 établissements/100 km² et complétude du cycle de 75%, parmi les plus faibles du pays."
"Plateaux","Haho","Haho 3",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",68,"46.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Haho","Haho 3",3,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",68,"Seulement 34 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Haho","Haho 3",4,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",63,"Taux d'encadrement estimé à 172.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Haho","Haho 3",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",63,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Haho","Haho 4",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",72,"46.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Haho","Haho 4",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",72,"Seulement 36.2 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Haho","Haho 4",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",67,"Densité de 16.4 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Haho","Haho 4",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",67,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Kloto","Kloto 1",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",75,"38.7% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Kloto","Kloto 1",2,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",75,"Seuls 16.7% des établissements disposent d'un terrain de sport."
"Plateaux","Kloto","Kloto 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",70,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Kloto","Kloto 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",65,"47 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Kloto","Kloto 2",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",65,"43.6% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Kloto","Kloto 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",60,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Kloto","Kloto 3",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",62,"Seuls 22.7% des établissements disposent d'un terrain de sport."
"Plateaux","Kloto","Kloto 3",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Moyen",62,"51.2% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Kloto","Kloto 3",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",57,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Kloto","Kloto 3",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",57,"65.9 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Kpélé","Kpélé 1",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",70,"54.5 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Kpélé","Kpélé 1",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",65,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Kpélé","Kpélé 1",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",65,"Densité de 20.8 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Kpélé","Kpélé 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",62,"50.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Kpélé","Kpélé 2",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",62,"43.4% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Kpélé","Kpélé 2",3,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",62,"Seulement 41.3 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Kpélé","Kpélé 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",57,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Moyen-Mono","Moyen-Mono 1",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",67,"Taux d'encadrement estimé à 118.1 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Moyen-Mono","Moyen-Mono 1",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",67,"58.2 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Moyen-Mono","Moyen-Mono 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Moyen-Mono","Moyen-Mono 2",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",67,"Taux d'encadrement estimé à 117.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Moyen-Mono","Moyen-Mono 2",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",67,"50 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Moyen-Mono","Moyen-Mono 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Ogou","Ogou 1",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",71,"Seulement 40.5 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Ogou","Ogou 1",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",71,"50.2% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Ogou","Ogou 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",66,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Ogou","Ogou 2",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",64,"Seulement 18.8 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Ogou","Ogou 2",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",64,"43.7% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Ogou","Ogou 2",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Élevé",64,"Densité de 12.7 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Ogou","Ogou 2",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",64,"58.2 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Ogou","Ogou 2",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Ogou","Ogou 3",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",67,"Seulement 21.6 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Ogou","Ogou 3",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",62,"58.4 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Ogou","Ogou 3",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",62,"Densité de 16.8 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Ogou","Ogou 3",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Ogou","Ogou 4",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",63,"Seulement 12 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Ogou","Ogou 4",2,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Très élevé",63,"Densité de 8.9 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Ogou","Ogou 4",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",58,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Ogou","Ogou 4",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",58,"68.4 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Wawa","Wawa 1",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",68,"38.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Wawa","Wawa 1",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",68,"Seulement 31 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Wawa","Wawa 1",3,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",68,"41.3% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Wawa","Wawa 1",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",63,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Wawa","Wawa 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",62,"31.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Wawa","Wawa 2",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",62,"Seulement 25 jardins d'enfants pour 100 écoles primaires."
"Plateaux","Wawa","Wawa 2",3,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",62,"Seuls 16.7% des établissements disposent d'un terrain de sport."
"Plateaux","Wawa","Wawa 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",57,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Wawa","Wawa 2",5,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",57,"Densité de 19.4 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Wawa","Wawa 3",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",67,"49.5 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Wawa","Wawa 3",2,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",67,"Seuls 24.2% des établissements disposent d'un terrain de sport."
"Plateaux","Wawa","Wawa 3",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Cinkassé","Cinkassé 1",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",66,"Seuls 15.1% des établissements disposent d'un terrain de sport."
"Savanes","Cinkassé","Cinkassé 1",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",61,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Cinkassé","Cinkassé 2",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",65,"38.9% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Savanes","Cinkassé","Cinkassé 2",2,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",65,"Seuls 13.9% des établissements disposent d'un terrain de sport."
"Savanes","Cinkassé","Cinkassé 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",60,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Cinkassé","Cinkassé 2",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",60,"106.9 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Kpendjal","Kpendjal 1",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Très élevé",61,"Densité de 8.4 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Savanes","Kpendjal","Kpendjal 1",2,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",61,"Seuls 20.7% des établissements disposent d'un terrain de sport."
"Savanes","Kpendjal","Kpendjal 1",3,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",61,"48.3% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Savanes","Kpendjal","Kpendjal 1",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",56,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Kpendjal","Kpendjal 1",5,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",56,"93.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Kpendjal","Kpendjal 2",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Très élevé",57,"Densité de 7.1 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Savanes","Kpendjal","Kpendjal 2",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",57,"Seulement 31.6 jardins d'enfants pour 100 écoles primaires."
"Savanes","Kpendjal","Kpendjal 2",3,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",52,"Seuls 28.6% des établissements disposent d'un terrain de sport."
"Savanes","Kpendjal","Kpendjal 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",52,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Kpendjal","Kpendjal 2",5,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",52,"75.9 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 1",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",63,"Taux d'encadrement estimé à 0 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 1",2,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",63,"Seuls 24.6% des établissements disposent d'un terrain de sport."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",58,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 1",4,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",58,"Densité de 20.4 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 1",5,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",58,"110.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 2",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",63,"Taux d'encadrement estimé à 0 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 2",2,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",63,"Seuls 27.5% des établissements disposent d'un terrain de sport."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",58,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 2",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",58,"105 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Oti","Oti 1",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",64,"46.6% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Savanes","Oti","Oti 1",2,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",64,"Seuls 25% des établissements disposent d'un terrain de sport."
"Savanes","Oti","Oti 1",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",64,"Densité de 15.5 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Savanes","Oti","Oti 1",4,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Moyen",64,"Seulement 41.7 jardins d'enfants pour 100 écoles primaires."
"Savanes","Oti","Oti 1",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Oti","Oti 2",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Élevé",67,"Densité de 11.9 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Savanes","Oti","Oti 2",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Oti-Sud","Oti-Sud 1",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Très élevé",67,"Densité de 7.5 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Savanes","Oti-Sud","Oti-Sud 1",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",67,"Seulement 29.1 jardins d'enfants pour 100 écoles primaires."
